Sentence #,Word,POS,Tag
,measures,VBZ,O
,the,DT,O
,alternator,NN,B-component
,output,NN,O
,voltage,NN,O
,and,CC,O
,controls,VBZ,O
,the,DT,O
,current,NN,O
,through,IN,O
,the,DT,O
,alternator,NN,B-component
,field,NN,O
,coils,NNS,O
,via,IN,O
,a,DT,O
,pulse-width,JJ,O
,modulated,JJ,O
,signal,NN,O
,.,.,O
Sentence: 2532,To,TO,O
,keep,VB,O
,the,DT,O
,output,NN,O
,voltage,NN,O
,stable,JJ,O
,in,IN,O
,all,DT,O
,load,NN,O
,and,CC,O
,speed,NN,O
,situations,NNS,O
,",",",",O
,the,DT,O
,alternator,NN,B-component
,field,NN,O
,signal,NN,O
,is,VBZ,O
,modulated,JJ,O
,accordingly,RB,O
,.,.,O
Sentence: 2533,The,DT,O
,alternator,NN,B-component
,control,NN,I-component
,unit,NN,I-component
,includes,VBZ,O
,a,DT,O
,comprehensive,JJ,O
,set,NN,O
,of,IN,O
,diagnostic,JJ,O
,functions,NNS,O
,that,WDT,O
,will,MD,O
,warn,VB,O
,the,DT,O
,operator,NN,O
,using,VBG,O
,a,DT,O
,caution,NN,O
,message,NN,O
,(,(,O
,L,NNP,O
,/,NN,O
,R,NNP,O
,ALTN,NNP,O
,FAIL,NNP,O
,),),O
,on,IN,O
,the,DT,O
,G,NNP,B-component
,1000,CD,I-component
,PFD,NNP,I-component
,in,IN,O
,case,NN,O
,of,IN,O
,over-,NN,O
,or,CC,O
,undervoltage,NN,O
,as,RB,O
,well,RB,O
,as,IN,O
,a,DT,O
,couple,NN,O
,of,IN,O
,other,JJ,O
,internal,JJ,O
,warning,NN,O
,levels,NNS,O
,.,.,O
Sentence: 2534,Load,NN,O
,balancing,VBG,O
,:,:,O
,The,DT,O
,alternator,NN,B-component
,control,NN,I-component
,unit,NN,I-component
,supports,VBZ,O
,load,NN,O
,balancing,VBG,O
,across,IN,O
,the,DT,O
,two,CD,O
,alternators,NNS,B-component
,via,IN,O
,the,DT,O
,internal,JJ,O
,alternator,NN,B-component
,temperature,NN,O
,.,.,O
Sentence: 2535,The,DT,O
,temperature,NN,O
,is,VBZ,O
,measured,VBN,O
,and,CC,O
,the,DT,O
,alternator,NN,B-component
,control,NN,I-component
,unit,NN,I-component
,slightly,RB,O
,decreases,VBZ,O
,alternator,NN,B-component
,voltage,NN,O
,output,NN,O
,at,IN,O
,higher,JJR,O
,internal,JJ,O
,alternator,NN,B-component
,temperatures,NNS,O
,.,.,O
Sentence: 2536,Thus,RB,O
,the,DT,O
,load,NN,O
,is,VBZ,O
,partly,RB,O
,shifted,VBN,O
,to,TO,O
,the,DT,O
,alternator,NN,B-component
,with,IN,O
,the,DT,O
,lower,JJR,O
,internal,JJ,O
,temperature,NN,O
,.,.,O
Sentence: 2537,This,DT,O
,system,NN,O
,is,VBZ,O
,able,JJ,O
,to,TO,O
,balance,VB,O
,the,DT,O
,actual,JJ,O
,load,NN,O
,within,IN,O
,a,DT,O
,few,JJ,O
,amps,NNS,O
,between,IN,O
,the,DT,O
,two,CD,O
,alternators,NNS,B-component
,installed,VBN,O
,.,.,O
Sentence: 2538,Main,JJ,O
,battery,NN,B-component
,power,NN,O
,is,VBZ,O
,stored,VBN,O
,in,IN,O
,a,DT,O
,24,CD,O
,V,NNP,O
,",",",",O
,10,CD,O
,Ah,UH,B-component
,lead-acid,JJ,O
,battery,NN,B-component
,mounted,VBD,O
,on,IN,O
,the,DT,O
,right-aft,JJ,O
,side,NN,O
,of,IN,O
,the,DT,O
,front,JJ,O
,baggage,NN,B-component
,compartment,NN,I-component
,.,.,O
Sentence: 2539,BATTERY,NNP,B-component
,BUS,NNP,I-component
,and,CC,O
,to,TO,O
,the,DT,O
,BATTERY,NNP,B-component
,BUS,NNP,I-component
,via,IN,O
,the,DT,O
,battery,NN,B-component
,relay,NN,I-component
,which,WDT,O
,is,VBZ,O
,installed,VBN,O
,in,IN,O
,the,DT,O
,relay,NN,O
,junction,NN,O
,box,NN,O
,on,IN,O
,the,DT,O
,center-aft,JJ,O
,side,NN,O
,of,IN,O
,the,DT,O
,front,JJ,O
,baggage,NN,B-component
,compartment,NN,I-component
,.,.,O
Sentence: 2540,The,DT,O
,battery,NN,B-component
,relay,NN,I-component
,is,VBZ,O
,controlled,VBN,O
,with,IN,O
,the,DT,O
,ELECTRIC,NNP,B-component
,MASTER,NNP,I-component
,switch,VB,I-component
,which,WDT,O
,is,VBZ,O
,located,VBN,O
,on,IN,O
,the,DT,O
,left-hand,JJ,O
,side,NN,O
,of,IN,O
,the,DT,O
,instrument,NN,B-component
,panel,NN,I-component
,.,.,O
Sentence: 2541,In,IN,O
,addition,NN,O
,",",",",O
,a,DT,O
,non-rechargeable,JJ,B-component
,dry,JJ,I-component
,battery,NN,I-component
,is,VBZ,O
,installed,VBN,O
,as,IN,O
,a,DT,O
,further,JJ,O
,source,NN,O
,of,IN,O
,power,NN,O
,for,IN,O
,the,DT,O
,attitude,NN,O
,gyro,NN,O
,(,(,O
,artificial,JJ,B-component
,horizon,NN,I-component
,),),O
,and,CC,O
,the,DT,O
,flood,NN,B-component
,light,JJ,I-component
,.,.,O
Sentence: 2542,When,WRB,O
,the,DT,O
,EMERGENCY,NNP,B-component
,switch,NN,I-component
,is,VBZ,O
,set,VBN,O
,to,TO,O
,ON,NNP,O
,",",",",O
,these,DT,O
,two,CD,O
,systems,NNS,O
,are,VBP,O
,supplied,VBN,O
,with,IN,O
,power,NN,O
,for,IN,O
,at,IN,O
,least,JJS,O
,1,CD,O
,.,.,O
,5,CD,O
,hours,NNS,O
,",",",",O
,independent,JJ,O
,of,IN,O
,all,DT,O
,other,JJ,O
,electrical,JJ,O
,consumers,NNS,B-component
,.,.,O
Sentence: 2543,During,IN,O
,each,DT,O
,100,CD,O
,hour,NN,O
,inspection,NN,O
,",",",",O
,this,DT,O
,battery,NN,B-component
,is,VBZ,O
,checked,VBN,O
,for,IN,O
,proper,JJ,O
,functioning,NN,O
,.,.,O
Sentence: 2544,Every,DT,O
,2,CD,O
,years,NNS,O
,or,CC,O
,after,IN,O
,use,NN,O
,(,(,O
,broken,VBN,O
,seal,NN,O
,on,IN,O
,the,DT,O
,switch,NN,B-component
,),),O
,the,DT,O
,battery,NN,B-component
,package,NN,O
,must,MD,O
,be,VB,O
,replaced,VBN,O
,.,.,O
Sentence: 2545,Electrical,JJ,B-component
,power,NN,I-component
,is,VBZ,O
,distributed,VBN,O
,via,IN,O
,the,DT,O
,HOT,NNP,B-component
,BATTERY,NNP,I-component
,BUS,NNP,I-component
,",",",",O
,the,DT,O
,BATTERY,NNP,B-component
,BUS,NNP,I-component
,",",",",O
,the,DT,O
,LH,NNP,O
,(,(,O
,RH,NNP,O
,),),O
,ECU,NNP,B-component
,BUS,NNP,I-component
,",",",",O
,the,DT,O
,LH,NNP,O
,(,(,O
,RH,NNP,O
,),),O
,MAIN,NNP,B-component
,BUS,NNP,I-component
,",",",",O
,and,CC,O
,the,DT,O
,AVIONIC,NNP,B-component
,BUS,NNP,I-component
,.,.,O
Sentence: 2546,HOT,NNP,B-component
,BATTERY,NNP,I-component
,BUS,NNP,I-component
,.,.,O
Sentence: 2547,The,DT,O
,HOT,NNP,B-component
,BATTERY,NNP,I-component
,BUS,NNP,I-component
,is,VBZ,O
,directly,RB,O
,connected,VBN,O
,to,TO,O
,the,DT,O
,MAIN,NNP,O
,BATTERY,NNP,B-component
,and,CC,O
,can,MD,O
,not,RB,O
,be,VB,O
,disconnected,VBN,O
,from,IN,O
,the,DT,O
,MAIN,NNP,O
,BATTERY,NNP,B-component
,.,.,O
Sentence: 2548,The,DT,O
,HOT,NNP,B-component
,BATTERY,NNP,I-component
,BUS,NNP,I-component
,provides,VBZ,O
,power,NN,O
,to,TO,O
,the,DT,O
,pilot,NN,B-component
,map,NN,I-component
,/,NN,I-component
,reading,NN,I-component
,light,JJ,I-component
,and,CC,O
,ELT,NNP,B-component
,RCPI,NNP,I-component
,unit,NN,I-component
,which,WDT,O
,are,VBP,O
,protected,VBN,O
,by,IN,O
,there,EX,O
,own,JJ,O
,fuses,NNS,O
,.,.,O
Sentence: 2549,BATTERY,NNP,B-component
,BUS,NNP,I-component
,.,.,O
Sentence: 2550,The,DT,O
,BATTERY,NNP,B-component
,BUS,NNP,I-component
,is,VBZ,O
,connected,VBN,O
,to,TO,O
,the,DT,O
,main,JJ,O
,battery,NN,B-component
,via,IN,O
,the,DT,O
,battery,NN,B-component
,relay,NN,I-component
,which,WDT,O
,can,MD,O
,be,VB,O
,controlled,VBN,O
,by,IN,O
,the,DT,O
,ELECTRIC,NNP,B-component
,MASTER,NNP,I-component
,switch,VB,I-component
,.,.,O
Sentence: 2551,The,DT,O
,BATTERY,NNP,B-component
,BUS,NNP,I-component
,provides,VBZ,O
,power,NN,O
,to,TO,O
,the,DT,O
,LH,NNP,O
,(,(,O
,RH,NNP,O
,),),O
,MAIN,NNP,B-component
,BUS,NNP,I-component
,and,CC,O
,heavy,JJ,O
,duty,NN,O
,power,NN,O
,to,TO,O
,both,DT,O
,starters,NNS,O
,.,.,O
Sentence: 2552,ECU,NNP,B-component
,BUS,NNP,I-component
,.,.,O
Sentence: 2553,The,DT,O
,LH,NNP,O
,(,(,O
,RH,NNP,O
,),),O
,ECU,NNP,B-component
,BUS,NNP,I-component
,is,VBZ,O
,connected,VBN,O
,to,TO,O
,the,DT,O
,LH,NNP,O
,(,(,O
,RH,NNP,O
,),),O
,MAIN,NNP,B-component
,BUS,NNP,I-component
,via,IN,O
,a,DT,O
,diode,NN,B-component
,and,CC,O
,connected,VBN,O
,to,TO,O
,the,DT,O
,power,NN,B-component
,output,NN,I-component
,line,NN,I-component
,of,IN,O
,the,DT,O
,alternator,NN,B-component
,via,IN,O
,diode,NN,B-component
,and,CC,O
,a,DT,O
,30,CD,O
,Ampère,NNP,O
,circuit,NN,B-component
,breaker,NN,I-component
,and,CC,O
,provides,VBZ,O
,power,NN,O
,for,IN,O
,the,DT,O
,ECU,NNP,B-component
,A,DT,I-component
,and,CC,O
,ECU,NNP,B-component
,B,NNP,I-component
,via,IN,O
,the,DT,O
,LH,NNP,O
,(,(,O
,RH,NNP,O
,),),O
,ECU,NNP,B-component
,A,DT,I-component
,(,(,O
,B,NNP,O
,),),O
,relays,NNS,O
,which,WDT,O
,are,VBP,O
,controlled,VBN,O
,by,IN,O
,the,DT,O
,LH,NNP,O
,(,(,O
,RH,NNP,O
,),),O
,ENGINE,NNP,B-component
,MASTER,NNP,I-component
,switch,VB,I-component
,.,.,O
Sentence: 2554,The,DT,O
,LH,NNP,O
,(,(,O
,RH,NNP,O
,),),O
,ENGINE,NNP,B-component
,MASTER,NNP,I-component
,switch,VB,I-component
,must,MD,O
,be,VB,O
,set,VBN,O
,to,TO,O
,ON,NNP,O
,to,TO,O
,connect,VB,O
,the,DT,O
,ECU,NNP,B-component
,A,DT,I-component
,and,CC,O
,ECU,NNP,B-component
,B,NNP,I-component
,to,TO,O
,the,DT,O
,ECU,NNP,B-component
,BUS,NNP,I-component
,.,.,O
Sentence: 2555,To,TO,O
,support,VB,O
,the,DT,O
,alternator,NN,B-component
,electrical,JJ,B-component
,power,NN,I-component
,supply,NN,O
,to,TO,O
,the,DT,O
,ECUs,NNP,O
,in,IN,O
,case,NN,O
,of,IN,O
,a,DT,O
,malfunction,NN,O
,of,IN,O
,the,DT,O
,main,JJ,O
,battery,NN,B-component
,",",",",O
,additional,JJ,O
,sealed-lead-acid,JJ,O
,batteries,NNS,B-component
,(,(,O
,ECU,NNP,B-component
,backup,NN,I-component
,battery,NN,I-component
,),),O
,are,VBP,O
,connected,VBN,O
,to,TO,O
,the,DT,O
,RH,NNP,O
,and,CC,O
,LH,NNP,B-component
,ECU,NNP,I-component
,BUS,NNP,I-component
,.,.,O
Sentence: 2556,If,IN,O
,OÄM,NNP,O
,42,CD,O
,-,:,O
,129,CD,O
,is,VBZ,O
,carried,VBN,O
,out,RP,O
,.,.,O
Sentence: 2557,These,DT,O
,batteries,NNS,B-component
,are,VBP,O
,able,JJ,O
,to,TO,O
,provide,VB,O
,30,CD,O
,minutes,NNS,O
,of,IN,O
,engine,NN,B-component
,operation,NN,O
,in,IN,O
,case,NN,O
,of,IN,O
,a,DT,O
,complete,JJ,O
,airplane,NN,B-component
,electrical,JJ,O
,failure,NN,O
,.,.,O
Sentence: 2558,Both,DT,O
,engines,NNS,B-component
,may,MD,O
,stop,VB,O
,if,IN,O
,the,DT,O
,30,CD,O
,minutes,NNS,O
,have,VBP,O
,elapsed,VBN,O
,.,.,O
Sentence: 2559,MAIN,NNP,B-component
,BUS,NNP,I-component
,.,.,O
Sentence: 2560,The,DT,O
,LH,NNP,O
,(,(,O
,RH,NNP,O
,),),O
,MAIN,NNP,B-component
,BUS,NNP,I-component
,is,VBZ,O
,connected,VBN,O
,to,TO,O
,the,DT,O
,BATTERY,NNP,B-component
,BUS,NNP,I-component
,via,IN,O
,a,DT,O
,90,CD,O
,Ampère,NNP,O
,circuit,NN,B-component
,breaker,NN,I-component
,.,.,O
Sentence: 2561,The,DT,O
,LH,NNP,B-component
,MAIN,NNP,I-component
,BUS,NNP,I-component
,provides,VBZ,O
,power,NN,O
,to,TO,O
,the,DT,O
,consumers,NNS,B-component
,directly,RB,O
,connected,VBN,O
,to,TO,O
,the,DT,O
,LH,NNP,B-component
,MAIN,NNP,I-component
,BUS,NNP,I-component
,.,.,O
Sentence: 2562,The,DT,O
,RH,NNP,B-component
,MAIN,NNP,I-component
,BUS,NNP,I-component
,provides,VBZ,O
,power,NN,O
,to,TO,O
,the,DT,O
,consumers,NNS,B-component
,directly,RB,O
,connected,VBN,O
,to,TO,O
,the,DT,O
,RH,NNP,B-component
,MAIN,NNP,I-component
,BUS,NNP,I-component
,and,CC,O
,the,DT,O
,AVIONIC,NNP,B-component
,BUS,NNP,I-component
,via,IN,O
,the,DT,O
,AVIONICS,NNP,O
,MASTER,NNP,O
,relay,NN,O
,.,.,O
Sentence: 2563,The,DT,O
,AVIONIC,NNP,B-component
,MASTER,NNP,I-component
,switch,VB,I-component
,must,MD,O
,be,VB,O
,set,VBN,O
,to,TO,O
,ON,NNP,O
,to,TO,O
,connect,VB,O
,the,DT,O
,RH,NNP,B-component
,MAIN,NNP,I-component
,BUS,NNP,I-component
,to,TO,O
,the,DT,O
,AVIONIC,NNP,B-component
,BUS,NNP,I-component
,.,.,O
Sentence: 2564,The,DT,O
,individual,JJ,O
,consumers,NNS,B-component
,(,(,O
,e,SYM,O
,.,.,O
,g,SYM,O
,.,.,O
,radio,NN,B-component
,",",",",O
,position,NN,B-component
,lights,NNS,I-component
,",",",",O
,etc,FW,O
,.,.,O
,),),O
,are,VBP,O
,connected,VBN,O
,to,TO,O
,the,DT,O
,appropriate,JJ,O
,bus,NN,O
,via,IN,O
,automatic,JJ,B-component
,circuit,NN,I-component
,breakers,NNS,I-component
,.,.,O
Sentence: 2565,Designations,NNP,O
,and,CC,O
,abbreviations,NNS,O
,used,VBN,O
,to,TO,O
,identify,VB,O
,the,DT,O
,circuit,NN,B-component
,breakers,NNS,I-component
,are,VBP,O
,explained,VBN,O
,in,IN,O
,Section,NN,O
,1,CD,O
,.,.,O
,5,CD,O
,-,:,O
,DEFINITIONS,NNP,O
,AND,CC,O
,ABBREVIATIONS,NNP,O
,.,.,O
Sentence: 2566,The,DT,O
,voltmeter,NN,B-component
,displays,VBZ,O
,the,DT,O
,voltage,NN,O
,of,IN,O
,the,DT,O
,electrical,JJ,O
,system,NN,O
,.,.,O
Sentence: 2567,Under,IN,O
,normal,JJ,O
,operating,NN,O
,conditions,NNS,O
,the,DT,O
,alternator,NN,B-component
,voltage,NN,O
,is,VBZ,O
,shown,VBN,O
,",",",",O
,otherwise,RB,O
,it,PRP,O
,displays,VBZ,O
,the,DT,O
,main,JJ,O
,battery,NN,B-component
,voltage,NN,O
,.,.,O
Sentence: 2568,The,DT,O
,ammeter,NN,B-component
,displays,VBZ,O
,the,DT,O
,intensity,NN,O
,of,IN,O
,current,JJ,O
,which,WDT,O
,is,VBZ,O
,supplied,VBN,O
,to,TO,O
,the,DT,O
,electrical,JJ,O
,system,NN,O
,by,IN,O
,the,DT,O
,LH,NNP,O
,(,(,O
,RH,NNP,O
,),),O
,alternator,NN,B-component
,.,.,O
Sentence: 2569,Landing,NNP,O
,and,CC,O
,taxi,NN,B-component
,lights,NNS,I-component
,are,VBP,O
,built,VBN,O
,into,IN,O
,the,DT,O
,wing,NN,B-component
,center,NN,O
,section,NN,O
,",",",",O
,and,CC,O
,are,VBP,O
,each,DT,O
,operated,VBN,O
,by,IN,O
,means,NNS,O
,of,IN,O
,a,DT,O
,switch,NN,B-component
,(,(,O
,LANDING,NNP,O
,",",",",O
,TAXI,NNP,B-component
,),),O
,located,VBN,O
,on,IN,O
,the,DT,O
,row,NN,O
,of,IN,O
,switches,NNS,B-component
,on,IN,O
,the,DT,O
,instrument,NN,B-component
,panel,NN,I-component
,.,.,O
Sentence: 2570,Combined,VBN,O
,position,NN,O
,and,CC,O
,strobe,NN,O
,lights,NNS,B-component
,(,(,O
,anti,NN,B-component
,collision,NN,I-component
,lights,NNS,I-component
,),),O
,are,VBP,O
,installed,VBN,O
,on,IN,O
,both,DT,O
,wing,NN,B-component
,tips,NNS,O
,.,.,O
Sentence: 2571,Each,DT,O
,system,NN,O
,is,VBZ,O
,operated,VBN,O
,by,IN,O
,a,DT,O
,switch,NN,B-component
,(,(,O
,POSITION,NNP,O
,",",",",O
,STROBE,NNP,O
,),),O
,located,VBN,O
,on,IN,O
,the,DT,O
,row,NN,O
,of,IN,O
,switches,NNS,B-component
,on,IN,O
,the,DT,O
,instrument,NN,B-component
,panel,NN,I-component
,.,.,O
Sentence: 2572,A,DT,O
,two-dimensional,JJ,O
,light,JJ,B-component
,emitter,NN,O
,is,VBZ,O
,mounted,VBN,O
,above,IN,O
,the,DT,O
,instrument,NN,B-component
,panel,NN,I-component
,.,.,O
Sentence: 2573,It,PRP,O
,illuminates,VBZ,O
,the,DT,O
,instrument,NN,B-component
,panel,NN,I-component
,as,RB,O
,well,RB,O
,as,IN,O
,all,DT,O
,levers,NNS,B-component
,",",",",O
,switches,NNS,B-component
,",",",",O
,etc,FW,O
,.,.,O
Sentence: 2574,The,DT,O
,flood,NN,B-component
,light,NN,I-component
,is,VBZ,O
,switched,VBN,B-component
,on,IN,O
,and,CC,O
,its,PRP$,O
,brightness,NNS,O
,is,VBZ,O
,adjusted,VBN,O
,by,IN,O
,means,NNS,O
,of,IN,O
,a,DT,O
,rotary,JJ,O
,button,NN,O
,(,(,O
,FLOOD,NNP,B-component
,),),O
,in,IN,O
,the,DT,O
,LH,NNP,O
,section,NN,O
,of,IN,O
,the,DT,O
,instrument,NN,B-component
,panel,NN,I-component
,.,.,O
Sentence: 2575,With,IN,O
,a,DT,O
,rotary,JJ,O
,button,NN,O
,(,(,O
,INSTRUMENT,NNP,O
,),),O
,in,IN,O
,the,DT,O
,LH,NNP,O
,section,NN,O
,of,IN,O
,the,DT,O
,instrument,NN,B-component
,panel,NN,I-component
,the,DT,O
,internal,JJ,O
,lighting,NN,O
,of,IN,O
,the,DT,O
,instruments,NNS,O
,is,VBZ,O
,switched,VBN,B-component
,on,IN,O
,and,CC,O
,its,PRP$,O
,brightness,NNS,O
,is,VBZ,O
,adjusted,VBN,O
,.,.,O
Sentence: 2576,The,DT,O
,Pitot,NNP,B-component
,probe,NN,I-component
,",",",",O
,which,WDT,O
,provides,VBZ,O
,measurement,NN,O
,for,IN,O
,the,DT,O
,Pitot-static,NNP,B-component
,system,NN,I-component
,",",",",O
,is,VBZ,O
,electrically,RB,O
,heated,JJ,O
,.,.,O
Sentence: 2577,The,DT,O
,heating,NN,O
,is,VBZ,O
,activated,VBN,O
,with,IN,O
,a,DT,O
,switch,NN,B-component
,(,(,O
,PITOT,NNP,B-component
,HEAT,NNP,O
,),),O
,located,VBN,O
,on,IN,O
,the,DT,O
,row,NN,O
,of,IN,O
,switches,NNS,B-component
,on,IN,O
,the,DT,O
,instrument,NN,B-component
,panel,NN,I-component
,.,.,O
Sentence: 2578,The,DT,O
,temperature,NN,O
,is,VBZ,O
,automatically,RB,O
,kept,VBN,O
,constant,JJ,O
,by,IN,O
,means,NNS,O
,of,IN,O
,a,DT,O
,thermal,JJ,B-component
,switch,NN,I-component
,on,IN,O
,the,DT,O
,Pitot,NNP,B-component
,probe,NN,I-component
,",",",",O
,and,CC,O
,as,IN,O
,an,DT,O
,additional,JJ,O
,safety,NN,O
,measure,NN,O
,a,DT,O
,thermal,JJ,B-component
,fuse,NN,I-component
,is,VBZ,O
,built,VBN,O
,in,IN,O
,.,.,O
Sentence: 2579,If,IN,O
,this,DT,O
,thermal,JJ,B-component
,fuse,NN,I-component
,is,VBZ,O
,activated,VBN,O
,",",",",O
,the,DT,O
,Pitot,NNP,B-component
,heating,NN,I-component
,can,MD,O
,no,RB,O
,longer,RB,O
,be,VB,O
,switched,VBN,B-component
,on,IN,O
,",",",",O
,and,CC,O
,the,DT,O
,PITOT,NNP,B-component
,HT,NNP,O
,fail,VB,O
,will,MD,O
,be,VB,O
,displayed,VBN,O
,.,.,O
Sentence: 2580,In,IN,O
,this,DT,O
,case,NN,O
,the,DT,O
,system,NN,O
,should,MD,O
,be,VB,O
,serviced,VBN,O
,.,.,O
Sentence: 2581,The,DT,O
,PITOT,NNP,B-component
,HT,NNP,O
,OFF,NNP,O
,is,VBZ,O
,on,IN,O
,if,IN,O
,the,DT,O
,Pitot,NNP,B-component
,heating,NN,I-component
,is,VBZ,O
,switched,VBN,B-component
,off,RP,O
,.,.,O
Sentence: 2582,The,DT,O
,DA,NNP,O
,42,CD,O
,has,VBZ,O
,an,DT,O
,external,JJ,O
,28,CD,O
,Volt,NNP,O
,DC,NNP,O
,power,NN,O
,socket,NN,O
,located,VBN,O
,on,IN,O
,the,DT,O
,lower,JJR,O
,surface,NN,O
,of,IN,O
,the,DT,O
,fuselage,NN,B-component
,nose,NN,B-component
,section,NN,I-component
,.,.,O
Sentence: 2583,When,WRB,O
,external,JJ,O
,power,NN,O
,is,VBZ,O
,connected,VBN,O
,",",",",O
,the,DT,O
,control,NN,O
,relay,NN,O
,is,VBZ,O
,energized,VBN,O
,and,CC,O
,the,DT,O
,external,JJ,O
,power,NN,O
,comes,VBZ,O
,online,NN,O
,.,.,O
Sentence: 2584,The,DT,O
,socket,NN,O
,itself,PRP,O
,has,VBZ,O
,three,CD,O
,pins,NNS,B-component
,.,.,O
Sentence: 2585,A,DT,O
,large,JJ,B-component
,negative,JJ,I-component
,pin,NN,I-component
,.,.,O
Sentence: 2586,A,DT,O
,large,JJ,B-component
,positive,JJ,I-component
,pin,NN,I-component
,.,.,O
Sentence: 2587,A,DT,O
,small,JJ,B-component
,positive,JJ,I-component
,pin,NN,I-component
,.,.,O
Sentence: 2588,A,DT,O
,diode,NN,B-component
,protects,VBZ,O
,the,DT,O
,system,NN,O
,from,IN,O
,reverse,NN,O
,polarity,NN,O
,.,.,O
Sentence: 2589,The,DT,O
,ECU,NNP,B-component
,monitors,VBZ,O
,",",",",O
,controls,NNS,O
,and,CC,O
,regulates,VBZ,O
,all,DT,O
,important,JJ,O
,parameters,NNS,O
,for,IN,O
,engine,NN,B-component
,operation,NN,O
,.,.,O
Sentence: 2590,In,IN,O
,accordance,NN,O
,with,IN,O
,the,DT,O
,received,VBN,O
,signals,NNS,O
,and,CC,O
,a,DT,O
,comparison,NN,O
,with,IN,O
,the,DT,O
,programmed,VBN,O
,characteristic,JJ,O
,diagrams,NNS,O
,the,DT,O
,necessary,JJ,O
,inputs,NNS,O
,are,VBP,O
,calculated,VBN,O
,and,CC,O
,transmitted,VBN,O
,by,IN,O
,the,DT,O
,following,VBG,O
,signal,NN,O
,lines,NNS,O
,to,TO,O
,the,DT,O
,engine,NN,B-component
,.,.,O
Sentence: 2591,Activation,NNP,O
,of,IN,O
,starter,JJ,O
,(,(,O
,relay,NN,O
,),),O
,.,.,O
Sentence: 2592,Signal,NNP,O
,for,IN,O
,propeller,NN,B-component
,governor,NN,I-component
,pressure,NN,O
,valve,NN,B-component
,.,.,O
Sentence: 2593,Signal,NNP,O
,for,IN,O
,the,DT,O
,rail-pressure,JJ,O
,regulation,NN,O
,valve,NN,B-component
,.,.,O
Sentence: 2594,Signal,NNP,O
,for,IN,O
,each,DT,O
,of,IN,O
,the,DT,O
,4,CD,O
,injection,NN,B-component
,nozzles,NNS,I-component
,.,.,O
Sentence: 2595,Activation,NNP,O
,of,IN,O
,the,DT,O
,glow,NN,O
,plugs,NNS,O
,.,.,O
Sentence: 2596,Signal,NNP,O
,for,IN,O
,the,DT,O
,waste,NN,B-component
,gate,NN,I-component
,valve,NN,I-component
,.,.,O
Sentence: 2597,The,DT,O
,following,VBG,O
,alerts,VBZ,O
,are,VBP,O
,displayed,VBN,O
,on,IN,O
,PFD,NNP,B-component
,of,IN,O
,the,DT,O
,G,NNP,B-component
,1000,CD,I-component
,.,.,O
Sentence: 2598,Glow,NNP,O
,sparks,VBZ,O
,active,JJ,O
,.,.,O
Sentence: 2599,Status,NNP,O
,ECU,NNP,B-component
,A,DT,I-component
,.,.,O
,Status,NNP,O
,ECU,NNP,B-component
,B,NNP,I-component
,.,.,O
,Normally,RB,O
,each,DT,O
,engine,NN,B-component
,is,VBZ,O
,controlled,VBN,O
,and,CC,O
,regulated,VBN,O
,by,IN,O
,the,DT,O
,appropriate,JJ,O
,ECU,NNP,B-component
,A,DT,I-component
,.,.,O
,The,DT,O
,ECU,NNP,B-component
,B,NNP,I-component
,is,VBZ,O
,a,DT,O
,backup,NN,O
,system,NN,O
,to,TO,O
,ensure,VB,O
,redundancy,NN,O
,.,.,O
Sentence: 2600,In,IN,O
,case,NN,O
,of,IN,O
,an,DT,O
,internal,JJ,O
,error,NN,O
,during,IN,O
,operation,NN,O
,or,CC,O
,the,DT,O
,loss,NN,O
,of,IN,O
,a,DT,O
,sensor,NN,B-component
,signal,NN,O
,the,DT,O
,system,NN,O
,automatically,RB,O
,switches,VBZ,B-component
,to,TO,O
,ECU,NNP,B-component
,B,NNP,I-component
,.,.,O
,If,IN,O
,the,DT,O
,loss,NN,O
,of,IN,O
,the,DT,O
,sensor,NN,B-component
,signal,NN,O
,was,VBD,O
,the,DT,O
,cause,NN,O
,for,IN,O
,the,DT,O
,error,NN,O
,",",",",O
,the,DT,O
,system,NN,O
,automatically,RB,O
,switches,VBZ,B-component
,back,RB,O
,to,TO,O
,ECU,NNP,B-component
,A,DT,I-component
,.,.,O
,A,DT,O
,fault,NN,O
,in,IN,O
,one,CD,O
,of,IN,O
,the,DT,O
,ECUs,NNP,O
,is,VBZ,O
,indicated,VBN,O
,by,IN,O
,a,DT,O
,caution,NN,O
,message,NN,O
,on,IN,O
,the,DT,O
,PFD,NNP,B-component
,(,(,O
,L,NNP,O
,/,NN,O
,R,NNP,O
,ECU,NNP,B-component
,A,DT,I-component
,/,NN,O
,B,NNP,O
,FAIL,NNP,O
,),),O
,.,.,O
Sentence: 2601,In,IN,O
,case,NN,O
,of,IN,O
,minor,JJ,O
,faults,NNS,O
,",",",",O
,the,DT,O
,annunciation,NN,O
,can,MD,O
,be,VB,O
,reset,NN,O
,once,RB,O
,by,IN,O
,pressing,VBG,O
,the,DT,O
,ECU,NNP,B-component
,TEST,NNP,I-component
,button,NN,I-component
,for,IN,O
,more,JJR,O
,than,IN,O
,2,CD,O
,seconds,NNS,O
,.,.,O
Sentence: 2602,However,RB,O
,",",",",O
,the,DT,O
,annunciation,NN,O
,will,MD,O
,re-appear,JJ,O
,upon,IN,O
,the,DT,O
,next,JJ,O
,attempt,NN,O
,to,TO,O
,start,VB,O
